siren,siret,link,mail,tel,denominationUsuelleEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,complementAdresseEtablissement,codePostalEtablissement,libelleCommuneEtablissement,activitePrincipaleEtablissement
831275607,8.31E+13,,,,,13,RUE,DU LAYON,TIGNE,49310,LYS-HAUT-LAYON,01.21Z
831480025,8.31E+13,,,02 41 54 39 11,,,,LES NOUES,THOUARCE,49380,BELLEVIGNE-EN-LAYON,01.21Z
831649769,8.32E+13,,,,,,,LA CROIX,,49170,SAINT-GERMAIN-DES-PRES,46.34Z
831757547,8.32E+13,,,,,,LD,CHASSELOIR,,44690,SAINT-FIACRE-SUR-MAINE,01.21Z
831845979,8.32E+13,,,,,8,RUE,DES PIVOINES,OLONNE SUR MER,85100,LES SABLES D'OLONNE,46.34Z
832020044,8.32E+13,juchepie.fr,contact@juchepie.fr,02 41 54 33 47,,,,LES QUARTS,FAYE D'ANJOU,49380,BELLEVIGNE-EN-LAYON,01.21Z
832059018,8.32E+13,,,,,17,RUE,DU LYS,,49310,MONTILLIERS,01.21Z
832319214,8.32E+13,,,,,17,,MONTEE SAINT SAUVEUR,BLAISON GOHIER,49320,BLAISON-SAINT-SULPICE,01.21Z
832467344,8.32E+13,,,,,118,,LE VAL FLEURY,,44430,LE LOROUX-BOTTEREAU,46.34Z
832569248,8.33E+13,,,,,424,,CHATEAU DE LESNERAC,LA FERME DU CHATEAU,44500,LA BAULE-ESCOUBLAC,46.34Z
832569248,8.33E+13,,,,,69,AVENUE,HENRI BERTHO,,44500,LA BAULE-ESCOUBLAC,46.34Z
832628176,8.33E+13,domaindegaubourg.com,,,DOMAINE DE GAUBOURG,1,CHEMIN,DE GAUBOURG,,49610,SAINT-MELAINE-SUR-AUBANCE,01.21Z
832906986,8.33E+13,domainedesclostiers.fr,domainedesclostiers@gmail.com,02 41 03 68 11,DOMAINE DES CLOSTIERS,6,RUE,CHANOINE COLONEL PANAGET,MARTIGNE BRIAND,49380,TERRANJOU,01.21Z
833177462,8.33E+13,loreedusabia.com,,02 51 96 30 61,,3,RUE,DE LA FONTAINE,,85470,BREM-SUR-MER,01.21Z
833177462,8.33E+13,loreedusabia.com,,02 51 96 30 61,,10,RUE,DE LA JAGOISE,,85470,BREM-SUR-MER,01.21Z
833325640,8.33E+13,,,,,52,BOULEVARD,DE L'EGALITE,,44100,NANTES,46.34Z
833452923,8.33E+13,,,,,,,LA CROIX DE LA BROSSE,LES PERRIERES LA CROIX DE LA BROSSE,44690,SAINT-FIACRE-SUR-MAINE,46.34Z
833480197,8.33E+13,,,,,3,RUE,ST LAURENT,VALANJOU,49120,CHEMILLE-EN-ANJOU,01.21Z
833874498,8.34E+13,,,,,,RTE,DE SAUMOUSSAY,LA PERRIERE,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
833960438,8.34E+13,,,,LA CERVOISERIE,3,RUE,DU LAC ERIE,ZAC DE L'ECUYERE,49300,CHOLET,46.34Z
834074874,8.34E+13,,,,,10,ROUTE,DE LA POSSONNIERE,,49170,SAVENNIERES,01.21Z
834133761,8.34E+13,,,,,,,LA LEVRAUDERIE,,44330,MOUZILLON,01.21Z
834423238,8.34E+13,chopenco.fr,contact@chopenco.fr,02 51 14 76 73,,35,RUE,EDOUARD BRANLY,,44150,ANCENIS-SAINT-GEREON,46.34Z
834541146,8.35E+13,,,,,10,,LA HALLOPIERE,,44690,MONNIERES,01.21Z
834687600,8.35E+13,domaines-landron.fr,bonjour@mineral-agency.com,02 40 54 83 27,,,,LES LANDES DEVIN,,44690,CHATEAU-THEBAUD,01.21Z
834687980,8.35E+13,,,02 40 33 95 62,,1002,ROUTE,DE L'AIGUILLETTE,L'AIGUILLETTE,44330,MOUZILLON,01.21Z
834690463,8.35E+13,,,,,,,ZA DU MILON II LA GRANDE CASSE,CHAVAGNES,49380,TERRANJOU,01.21Z
834695777,8.35E+13,,,,,17,RUE,RABELAIS,,49750,VAL-DU-LAYON,01.21Z
835010372,8.35E+13,,,,,2,RUE,DE LA TOUCHE,TIGNE,49310,LYS-HAUT-LAYON,01.21Z
835058264,8.35E+13,,,,,10,RUE,DE L'ORATOIRE,FAVERAYE-MACHELLES,49380,BELLEVIGNE-EN-LAYON,01.21Z
835082066,8.35E+13,,,,,,,LA RECIVIERE,,44330,MOUZILLON,01.21Z
835400086,8.35E+13,,,,,,,MONBENAULT,FAYE D'ANJOU,49380,BELLEVIGNE-EN-LAYON,01.21Z
837756303,8.38E+13,,,,AGV,4,RUE,SAINT-MICHEL,,44350,GUERANDE,46.34Z
837776335,8.38E+13,,,,,8,RUE,D'ANJOU,TANCOIGNE,49310,LYS-HAUT-LAYON,01.21Z
838180800,8.38E+13,,,,,11,RUE,DU 8 MAI 1944,MARTIGNE BRIAND,49380,TERRANJOU,01.21Z
838340032,8.38E+13,,,,,13,RUE,DE LA CROIX GASCHET,TIGNE,49310,LYS-HAUT-LAYON,01.21Z
838468445,8.38E+13,emily-valentine.fr,,,,5,PLACE,MARECHAL FOCH,,44000,NANTES,46.34Z
838602928,8.39E+13,vinarius-negoce.com,ch.cousseau@vinaccus.com,02 53 73 97 89,VINARIUS,5,RUE,DE L AVENIR ZAE DE L HORIZON,,85130,LA GAUBRETIERE,46.34Z
838732097,8.39E+13,bieres-nao.fr,contact@bieres-nao.fr,02 51 88 90 36,,2,RUE,ALBERT DE DION,,44360,VIGNEUX-DE-BRETAGNE,46.34Z
838732097,8.39E+13,bieres-nao.fr,contact@bieres-nao.fr,02 51 88 90 36,,,,LE GRAND CRELIN,,44410,SAINT-LYPHARD,46.34Z
838766723,8.39E+13,,,,,5,,LA GUIMARDIERE,FAVERAYE MACHELLES,49380,BELLEVIGNE-EN-LAYON,01.21Z
838819407,8.39E+13,vignobledelabate.com,vignobledelabate@gmail.com,02 41 64 90 95,,7,LD,LA BATE,LA JUMELLIERE,49120,CHEMILLE-EN-ANJOU,01.21Z
838839041,8.39E+13,,,,LA CAVE DU MOULIN,,,LE PONT ANGELIER,,85550,BARRE-DE-MONTS (LA),46.34Z
838844363,8.39E+13,,,,,1,IMPASSE,DU FORT DES COURS,,49730,PARNAY,01.21Z
838922714,8.39E+13,,,,,332,RUE,DE LA SOCIETE,TREZE,49260,MONTREUIL-BELLAY,01.21Z
839024569,8.39E+13,,,,,4,,IMPASSE SANS SOUCIS,TIGNE,49310,LYS-HAUT-LAYON,01.21Z
839045879,8.39E+13,,,,MES VIGNERONS A MA MAISON,25,RUE,DES MOUETTES,,85340,L'ILE-D'OLONNE,46.34Z
839068889,8.39E+13,,,,,3586,ROUTE,DES HAUTS DE CHAUME,ST AUBIN DE LUIGNE,49750,VAL-DU-LAYON,01.21Z
839127289,8.39E+13,,,,,,,GRANDFOND,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
839144649,8.39E+13,,,,,,,GRANDFOND,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
839188786,8.39E+13,,guillaume@manoirdelateterouge.com,02 41 38 76 43,,1,CHEMIN,DES VERCHERS,,49260,LE PUY-NOTRE-DAME,01.21Z
839845211,8.40E+13,biere-teub.fr,biere.teub@gmail.com,02 41 37 50 53,,5,RUE,DU BOURG DE PAILLE,,49070,BEAUCOUZE,46.34Z
839927449,8.40E+13,,,,,,LD,LA PARENTERIE,,49190,ROCHEFORT-SUR-LOIRE,01.21Z
839927449,8.40E+13,,,,,18,RUE,RABELAIS,ST LAMBERT DU LATTAY,49190,VAL-DU-LAYON,01.21Z
840125579,8.40E+13,,,,,,LD,ROCHE BLANCHE,,49170,LA POSSONNIERE,01.21Z
840137210,8.40E+13,,,,,,,LA CHESNAIE,FAVERAYE MACHELLES,49380,BELLEVIGNE-EN-LAYON,01.21Z
840802151,8.41E+13,,,,,,,LA CHAUVIERE,ST LAMBERT DU LATTAY,49190,VAL-DU-LAYON,01.21Z
840860829,8.41E+13,,,,,19,RUE,SAINT-VINCENT,SAINT LAMBERT DU LATTAY,49190,VAL-DU-LAYON,46.34Z
841118250,8.41E+13,,,02 41 78 68 74,,19,RUE,SAINT VINCENT,SAINT LAMBERT DU LATTAY,49190,VAL-DU-LAYON,01.21Z
841193105,8.41E+13,,,,,,,LA GRANDE BROSSE,ST AUBIN DE LUIGNE,49190,VAL-DU-LAYON,01.21Z
841193253,8.41E+13,,,,,2,RTE,DE LA HARDIERE,CHAMP SUR LAYON,49380,BELLEVIGNE-EN-LAYON,01.21Z
841393689,8.41E+13,,,,,110,RUE,DE LA PALEINE,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
841456908,8.41E+13,,,,,29,RUE,DES MARTYRS,,49730,TURQUANT,01.21Z
841509136,8.42E+13,boutique.domainedesgiraudieres.com,roulletdo@orange.fr,02 41 91 24 00,,751,RUE,DES GIRAUDIERES,VAUCHRETIEN,49320,BRISSAC LOIRE AUBANCE,01.21Z
841510985,8.42E+13,,,,,1,RUE,DE LA CERISAIE,LIEU-DIT LES CAVES,49260,LE PUY-NOTRE-DAME,01.21Z
841512254,8.42E+13,domainedesroseraies.fr,vincent_6000@hotmail.fr,02 41 78 52 63,,3,CHE,DES ROSERAIES,SAINT AUBIN DE LUIGNE-LA HAIE LONGIUE,49190,VAL-DU-LAYON,01.21Z
841532336,8.42E+13,anjoudemon.fr,akcg@anjoudemon.fr,,,5,RUE,DU LAVOIR,,49330,SCEAUX-D'ANJOU,46.34Z
841533276,8.42E+13,,,,,,,LE PETIT VERSAILLES,,49170,LA POSSONNIERE,01.21Z
841541881,8.42E+13,,,,,13,,LA CONTRECHE,CHAMP SUR LAYON,49380,BELLEVIGNE-EN-LAYON,46.34Z
841625205,8.42E+13,,,,,,,CHATEAU DE TARGE,,49730,PARNAY,46.34Z
841643901,8.42E+13,,,,,20,RTE,D'ANGERS,COUTURES,49250,BRISSAC LOIRE AUBANCE,01.21Z
841700578,8.42E+13,,,,,,,LA RAIMBAUDIERE,CHAMP SUR LAYON,49380,BELLEVIGNE-EN-LAYON,01.21Z
842204463,8.42E+13,,,,,23,RUE,DES CHAIS,LA GRANGE,44430,LE LANDREAU,46.34Z
842370827,8.42E+13,3nuancesdevins.fr,contact@3nuancesdevins.fr,,3 NUANCES DE VINS,57,RUE,DE LA GARE,,44830,BOUAYE,46.34Z
842515058,8.43E+13,,,,,,,LE BOIS JOLI,ST LAMBERT DU LATTAY,49190,VAL-DU-LAYON,01.21Z
842535650,8.43E+13,jeannegermain.fr,germainjeanne@msn.com,,,56,BOULEVARD,SAINT-VINCENT,,49400,VARRAINS,46.34Z
842711608,8.43E+13,,,,OLIVIER LECOMTE NEGOCE,31,RUE,DU PRIEURE,,49560,PASSAVANT-SUR-LAYON,46.34Z
842803066,8.43E+13,juliencontant.com,julien_contant@hotmail.com,,LE DOMAINE DE L'OURS BLEU,43,RUE,DES ABBESSES,DOMAINE DE CHAUMONT,49730,MONTSOREAU,01.21Z
843151663,8.43E+13,cave71.fr,contact@cave71.com,02 49 62 66 45,CAVE 71,71,AVENUE,DE LA LIBERATION,,44400,REZE,46.34Z
843231192,8.43E+13,,,,,,RTE,DE LA ROCHE SUR YON,,85320,MAREUIL-SUR-LAY-DISSAIS,01.21Z
843271453,8.43E+13,,,,,,,LA CORMERIE,,72150,SAINT VINCENT DU LOROUER,01.21Z
844288902,8.44E+13,,,,,6,RUE,DES TILLEULS,,49700,LES ULMES,01.21Z
844294058,8.44E+13,,,,,1,RUE,DU LOGIS,LES VERCHERS SUR LAYON,49700,DOUE-EN-ANJOU,01.21Z
844406611,8.44E+13,,,,,9,CHE,DES USSELLES PIERRE BISE,,49750,BEAULIEU-SUR-LAYON,01.21Z
844692228,8.45E+13,lescanons.co,,,,,,BONNEZEAUX,THOUARCE,49380,BELLEVIGNE-EN-LAYON,01.21Z
844842682,8.45E+13,,contact@lestroistoits.com,,,51,RUE,DU CHAMP DE PIE,,44120,VERTOU,01.21Z
844882597,8.45E+13,,,,,15,PLACE,DE LA PALEINE,,49400,SOUZAY-CHAMPIGNY,01.21Z
845015288,8.45E+13,,,,,56,BOULEVARD,SAINT-VINCENT,,49400,VARRAINS,46.34Z
845319565,8.45E+13,,,,,3,RUE,BEAUSEJOUR,,44690,SAINT-FIACRE-SUR-MAINE,01.21Z
847604808,8.48E+13,,,,,21,RUE,SEGORA MESSEME,,49260,VAUDELNAY,01.21Z
847646668,8.48E+13,,,,,66,RUE,SAINT-MAURILLE,,49290,CHALONNES-SUR-LOIRE,01.21Z
848217493,8.48E+13,,,,,30,RUE,DE PIBRAC,,44690,LA HAIE-FOUASSIERE,01.21Z
848224333,8.48E+13,chateauderochefort.com,,,,,,CHATEAU DE ROCHEFORT,,44690,LA HAIE-FOUASSIERE,01.21Z
848259263,8.48E+13,,,,,60,,LA CHEVILLARDIERE,,44330,VALLET,01.21Z
848509220,8.49E+13,,,,,373,CHE,DE BONNEZEAUX,THOUARCE,49380,BELLEVIGNE-EN-LAYON,46.34Z
848671301,8.49E+13,,,,,284,CHEMIN,DES HERRINES,,49290,CHAUDEFONDS-SUR-LAYON,01.21Z
848985354,8.49E+13,,,,,6,CHEMIN,DES ROCHERS DANIEL,,85350,L'ILE-D'YEU,01.21Z
849074083,8.49E+13,,,,OFFRIAN RUM,163,RUE,DU COTEAU DU POULICHON,,44521,OUDON,46.34Z
849371240,8.49E+13,,,,,3,CHEMIN,DE LA MONNAIE,,49170,SAVENNIERES,01.21Z
849497102,8.49E+13,,,,LE BEGUIN DU VIN,41,RUE,DES MARAICHERS,,44300,NANTES,46.34Z
849662788,8.50E+13,,,,LOIC MAHE,,LD,CHAMBOUREAU,EPIRE,49170,SAVENNIERES,46.34Z
849822408,8.50E+13,,,,,90,,LE PE DE SEVRE,,44330,LE PALLET,01.21Z
849988365,8.50E+13,,,,,309,CHEMIN,DES LANDES,CADASTRE Z041 - Z0107,49320,BRISSAC LOIRE AUBANCE,01.21Z
850025065,8.50E+13,,,,,,,LA PARERIE,,72340,MARCON,01.21Z
850065384,8.50E+13,,,,,3,IMPASSE,DU CABERNET,,49260,SAINT-JUST-SUR-DIVE,46.34Z
850105008,8.50E+13,,,,,4,RUE,SUFFREN,,44000,NANTES,46.34Z
850255886,8.50E+13,,,,,26,RUE,DES SOUPIRS,,44450,SAINT-JULIEN-DE-CONCELLES,46.34Z
850395963,8.50E+13,guillaumegirard.fr,,,,2,,LA REBOURGERE,,44690,MAISDON-SUR-SEVRE,01.21Z
850665308,8.51E+13,,,,PAPILLON DE NUIT BOTTLE & CUSTOMIZATION,18,AVENUE,DES GENETS,,44470,THOUARE-SUR-LOIRE,46.34Z
850807389,8.51E+13,,,,,1,,LE DEFAY,ST AUBIN DE LUIGNE,49190,VAL-DU-LAYON,01.21Z
851337139,8.51E+13,,,,,26,RUE,MOZART,,85190,AIZENAY,01.21Z
851397562,8.51E+13,,,,,1002,ROUTE,DE L'AIGUILLETTE,L'AIGUILETTE,44330,MOUZILLON,46.34Z
851483644,8.51E+13,,,,,,RUE,DU SABLAIS,1:00 a.m.,85470,BREM-SUR-MER,46.34Z
851672303,8.52E+13,,,,,10,RUE,DES ROGELINS,,49400,VARRAINS,46.34Z
851729202,8.52E+13,jd-vins.com,,,JD & VINS,30,RUE,DES ARTISANS,,85300,CHALLANS,46.34Z
851877498,8.52E+13,whiskydistrict.com,,09 86 08 01 25,,18,RUE,DES POELIERS,,49100,ANGERS,46.34Z
851882126,8.52E+13,,,,,4,,LA NOE,,44690,CHATEAU-THEBAUD,46.34Z
851970715,8.52E+13,,,,,2,RUE,LOUIS MARIN,,44200,NANTES,01.21Z
852004860,8.52E+13,,,,,,,CHEMIN DES MINIERES,,49700,BROSSAY,01.21Z
852023290,8.52E+13,,,,,8,,LE FIEF DE BEL AIR,LA VARENNE,49270,OREE-D'ANJOU,01.21Z
852042910,8.52E+13,,,,ZAPWINEZ,52,AVENUE,YOLANDE D'ARAGON,RESIDENCE RIVES DU PARC,49100,ANGERS,46.34Z
852069897,8.52E+13,,,,,6,AVENUE,D'ANGERS,,49190,ROCHEFORT-SUR-LOIRE,01.21Z
852082304,8.52E+13,domaine-clos-stmaur.fr,,,,1,RUE,DU CHATEAU,SANZIERS,49260,LE PUY-NOTRE-DAME,01.21Z
852106129,8.52E+13,simonrouillard.fr,,,,309,CHEMIN,DES LANDES,,49320,BRISSAC LOIRE AUBANCE,01.21Z
852113414,8.52E+13,,,,,303,,LES NOUES,THOUARCE,49380,BELLEVIGNE-EN-LAYON,46.34Z
852148592,8.52E+13,,,,,25,RUE,DU VAL DE BRAYE,,72310,BESSE-SUR-BRAYE,46.34Z
852151760,8.52E+13,,,02 51 07 50 94,,,,LES BARADELLES,,85480,THORIGNY,46.34Z
852266782,8.52E+13,,,,,27,RUE,DES ANCIENS COMBATTANTS D'AFN,FAYE D'ANJOU,49380,BELLEVIGNE-EN-LAYON,01.21Z
852307917,8.52E+13,,,,,650,RUE,ANTOINE DE SAINT EXUPERY,,44150,ANCENIS-SAINT-GEREON,46.34Z
852578566,8.53E+13,,,,,76,RUE,DE LA BELLE ANGEVINE,SAINT-LAMBERT DU LATTAY,49190,VAL-DU-LAYON,46.34Z
852696939,8.53E+13,,,,,14,AVENUE,DE L'HORTICULTURE,,44300,NANTES,46.34Z
852829761,8.53E+13,vignoblecogne.fr,cogne.vin@orange.fr,02 40 83 73 16,VINS COGNE,227,,LA COUPERIE (ST CHRISTOPHE-LA-COUPERIE),,49270,OREE D'ANJOU,46.34Z
852934926,8.53E+13,,,,,,,,LE ROTY - SAINT HERBLON,44150,VAIR-SUR-LOIRE,46.34Z
853156321,8.53E+13,,,,,,,TIERCE,VAUCHRETIEN,49250,BRISSAC LOIRE AUBANCE,01.21Z
853230605,8.53E+13,,,,,2067,RTE,DE MONTREUIL,,49700,DOUE-EN-ANJOU,01.21Z
853230613,8.53E+13,,,,,,,LA JACQUERIE,INGRANDES SUR LOIRE,49123,INGRANDES-LE-FRESNE-SUR-LOIRE,01.21Z
853473627,8.53E+13,sablesverts.com,,,,66,,GRAND'RUE,,49400,VARRAINS,01.21Z
853475416,8.53E+13,,,,,15,RUE,ALBERT LEBRUN,FAYE D'ANJOU,49380,BELLEVIGNE-EN-LAYON,01.21Z
853595452,8.54E+13,muscadet-grandmouton.com,contact@muscadet-grandmouton.com,02 40 54 81 92,,,,GRAND MOUTON,,44690,SAINT-FIACRE-SUR-MAINE,01.21Z
853600443,8.54E+13,,,,,,,LA CONAUDIERE,,72310,BESSE-SUR-BRAYE,01.21Z
853642544,8.54E+13,,,,,,,LA COUR DU LIEGE,CLEFS,49150,BAUGE-EN-ANJOU,01.21Z
853675775,8.54E+13,,,,,54,RUE,DE LA CROIX DE CHAINTRE,,49400,SAUMUR,46.34Z
853683282,8.54E+13,,,,,21,AVENUE,JEAN MERMOZ,,49400,SAUMUR,01.21Z
853683282,8.54E+13,,,,LE NADIR NEGOCE,21,AVENUE,JEAN MERMOZ,,49400,SAUMUR,46.34Z
857712400,8.58E+13,,,,,,,LA GARE,,44370,LOIREAUXENCE,01.21Z
860801125,8.61E+13,,,02 40 54 81 15,,,LD,CHASSELOIRE,,44690,SAINT-FIACRE-SUR-MAINE,46.34Z
861700508,8.62E+13,,,,,2,RUE,ST HERMELAND,,44150,VAIR-SUR-LOIRE,01.21Z
861715142,8.62E+13,,,,,27,RUE,DE LA LOIRE,,44430,LE LANDREAU,01.21Z
877568931,8.78E+13,chateau-piegue.com,,02 41 97 43 52,,,,CHATEAU DE PIEGUE,,49190,ROCHEFORT-SUR-LOIRE,01.21Z
877743815,8.78E+13,,,,,,,RAGOT,FAYE D'ANJOU,49380,BELLEVIGNE-EN-LAYON,01.21Z
877815712,8.78E+13,lou-distribution.com,contact@lou-distribution.com,,,6,RUE,DE SAINT DOMINGUE,,44200,NANTES,46.34Z
877946392,8.78E+13,,,,,,,LES BERGERES,ST LAMBERT DU LATTAY,49190,VAL-DU-LAYON,01.21Z
878262609,8.78E+13,,,,,,,ZI DU BIGNON,,44110,ERBRAY,46.34Z
878389857,8.78E+13,,,,,,,CHAUVIGNE,,49610,MOZE-SUR-LOUET,01.21Z
878400381,8.78E+13,,,,,10,RTE,DU PAVILLON,LA VARENNE,49270,OREE-D'ANJOU,01.21Z
878870575,8.79E+13,,,,,20,RTE,D ANGERS COUTURES,,49250,BRISSAC LOIRE AUBANCE,46.34Z
879124550,8.79E+13,,,,,,,LA BOIRE GUYARD,,49170,SAINT-GERMAIN-DES-PRES,01.21Z
879237444,8.79E+13,,,,,,,LE PLESSIS GLAIN,,44450,SAINT-JULIEN-DE-CONCELLES,01.21Z
879279297,8.79E+13,,,,,20,RUE,DES TROGLODYTES SAUMOUSSAY,ST CYR EN BOURG,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
879401834,8.79E+13,,,,,6,CHE,DE L'ECHALIER,RABLAY SUR LAYON,49380,BELLEVIGNE-EN-LAYON,01.21Z
879708360,8.80E+13,,,,,,,CHETIGNE,,49400,DISTRE,01.21Z
879813855,8.80E+13,,,,,4,RUE,DES LAVANDIERES,FAVERAYE MACHELLES,49380,BELLEVIGNE-EN-LAYON,01.21Z
879913374,8.80E+13,,,,,,,LES CHAILLOUX,CHAMP SUR LAYON,49380,BELLEVIGNE-EN-LAYON,01.21Z
880001896,8.80E+13,,,,,7,RUE,DES PERRIERES AMIGNE,TIGNE,49310,LYS-HAUT-LAYON,01.21Z
880008727,8.80E+13,,,,,,,L'AYRAULT,,49750,BEAULIEU-SUR-LAYON,01.21Z
880167945,8.80E+13,,,,DOMAINE DES CHAPELLES,329,CHE,DES PEUPLIERS THOUARCE,,49380,BELLEVIGNE-EN-LAYON,01.21Z
880511381,8.81E+13,,,,,,,LA FRUITIERE,,44690,CHATEAU-THEBAUD,01.21Z
880827696,8.81E+13,,,,LE PONT DES VIGNES,,,L'ATRIE,,85190,AIZENAY,01.21Z
880872064,8.81E+13,,,,,,,LE CHAMP DU BOIS,VAUCHRETIEN,49250,BRISSAC LOIRE AUBANCE,01.21Z
880929187,8.81E+13,,,,,,,ZI DU BIGNON,,44110,ERBRAY,46.34Z
881034359,8.81E+13,,,02 40 36 47 70,,21,IMPASSE,DE LA GAUROINE,LA HAUTE RECIVIERE,44330,MOUZILLON,01.21Z
881291249,8.81E+13,a-l-affut.fr,contact@a-l-affut.fr,02 55 07 04 06,A L'AFFUT BOISSONS SERVICES,2,RUE,MARIE CURIE,GRANDCHAMP DES FONTAINES,44119,GRANDCHAMP-DES-FONTAINES,46.34Z
881479281,8.81E+13,,,,,3,RUE,SAINT-FIACRE TREMONT,,49310,LYS-HAUT-LAYON,46.34Z
881642813,8.82E+13,garniere.com,fleurance@garniere.com,02 41 70 40 25,,202,LD,LA GARNIERE,SAINT-CRESPIN SUR MOINE,49230,SEVREMOINE,46.34Z
882050248,8.82E+13,,,,,,,LES LANDES DEVIN,,44690,CHATEAU-THEBAUD,01.21Z
882172018,8.82E+13,,,,,27,RUE,DES ARDOISES,,49124,SAINT-BARTHELEMY-D'ANJOU,46.34Z
882442825,8.82E+13,,,,ANJOU WINE EXPORT,4,RUE,SAINT-MAURILLE,,49290,CHALONNES-SUR-LOIRE,46.34Z
882494305,8.82E+13,,,,,6,RUE,DU LOGIS,LES VERCHERS SUR LAYON,49700,DOUE-EN-ANJOU,01.21Z
882664105,8.83E+13,leshautesnoelles.com,domaine@leshautesnoelles.com,02 40 31 53 49,,,RUE,DE LA HAUTE GALERIE,,44710,SAINT-LEGER-LES-VIGNES,01.21Z
882772924,8.83E+13,,,,,9,,RAFFRAY,,49610,MURS-ERIGNE,46.34Z
882966849,8.83E+13,domainedetrivel.fr,,,,2,RUE,DU MOULIN,VALANJOU,49120,CHEMILLE-EN-ANJOU,01.21Z
882973670,8.83E+13,avenuedespetits.fr,info@avenuedespetits.fr,,MICRO-ENTREPRISE 2KE,70,RUE,HEBERT,,53000,LAVAL,46.34Z
883039356,8.83E+13,,,,,4,RUE,DES BARRES AMIGNE,TIGNE,49310,LYS-HAUT-LAYON,01.21Z
883092454,8.83E+13,,,,,174,ROUTE,DE BONNE FONTAINE,DOMAINE DE LA TOURLAUDIERE,44330,VALLET,46.34Z
883122038,8.83E+13,,,,,1271,RTE,DE LA BASSE COMMUNE L'AGUILLETTE,,44330,MOUZILLON,01.21Z
883224446,8.83E+13,,,,,,,LA PLANCHE ALBERT VAUCHRETIEN,,49250,BRISSAC LOIRE AUBANCE,46.34Z
883538134,8.84E+13,,basile@lespinards.fr,09 88 53 72 35,,1,PLACE,PAUL EMILE LADMIRAULT,,44000,NANTES,46.34Z
883676330,8.84E+13,,,,,16,RUE,DE LA LIBERTE SAINT-JEAN DE LINI,,49070,SAINT-LEGER-DE-LINIERES,46.34Z
883676330,8.84E+13,,,,,16,RUE,DE LA LIBERTE,ST JEAN DE LINIERES,49070,SAINT-LEGER-DE-LINIERES,46.34Z
883703019,8.84E+13,,,,J.L.V.,25,BOULEVARD,PAUL CHANTREL,,72000,LE MANS,46.34Z
884278037,8.84E+13,,,,,,,LES HAUTES COTTIERES,,44330,VALLET,01.21Z
884342411,8.84E+13,,,,,63,BOULEVARD,DU GENERAL FAIDHERBE,,49300,CHOLET,46.34Z
884474099,8.84E+13,,,,,,,,BEAU SOLEIL,44330,MOUZILLON,46.34Z
884644196,8.85E+13,,,,,,,BOISAIRAULT,BRIGNE,49700,DOUE-EN-ANJOU,01.21Z
884747163,8.85E+13,,,,,13,RUE,DE LA POELERIE,,44120,VERTOU,01.21Z
884749680,8.85E+13,lessensdelavigne.fr,,,,120,RUE,HENRI LE CHATELIER,FOUQUETIERE,44150,ANCENIS-SAINT-GEREON,46.34Z
884833799,8.85E+13,,,,,37,RUE,DU PLESSIS LA MUSSE,,44100,NANTES,46.34Z
884878737,8.85E+13,,,,,,RTE,DE LA CROIX LONGUE,LES PARCS BLANCS,44410,SAINT-LYPHARD,46.34Z
885183558,8.85E+13,nadegewines.com,,,,,,LES BERGERES,SAINT LAMBERT DU LATTAY,49190,VAL-DU-LAYON,46.34Z
885314559,8.85E+13,,,,,3,RUE,DU CARROIS,,49750,BEAULIEU-SUR-LAYON,01.21Z
885357731,8.85E+13,,,,,,RUE,DES LIGERIENS (CHENEHUTTE-TREVES-CUNAULT),,49350,GENNES-VAL-DE-LOIRE,46.34Z
887510659,8.88E+13,,,,,,,LA GAUTERIE SAINT LAMBERT DU LAT,,49190,VAL-DU-LAYON,01.21Z
887655900,8.88E+13,,,,,54,,LE BOIS JOLY,,44330,LE PALLET,01.21Z
887674620,8.88E+13,,,,,,,TOURNEVILLE,THOUARCE,49380,BELLEVIGNE-EN-LAYON,01.21Z
887711158,8.88E+13,,contact@domainegardez.com,02 41 59 76 29,,20,RTE,DU COTEAU,,49700,DOUE-EN-ANJOU,01.21Z
887806230,8.88E+13,,,,,6,,LA CONTRECHE,CHAMP SUR LAYON,49380,BELLEVIGNE-EN-LAYON,01.21Z
887834752,8.88E+13,,,,,,,CLOS DE L'ECU,,44430,LE LANDREAU,46.34Z
888531670,8.89E+13,,,,,6,RUE,AUGUSTE RENOIR,,53400,CRAON,01.21Z
888572450,8.89E+13,,,,,13,ROUTE,DE COURCHAMPS,,49260,LE COUDRAY-MACOUARD,46.34Z
888679792,8.89E+13,,,,VINUM VITAE,,,LA GRANGE DE VANCELAN,,53210,ARGENTRE,46.34Z
888711108,8.89E+13,,,,,,,SAINTE RADEGONDE,,44430,LE LOROUX-BOTTEREAU,01.21Z
888712528,8.89E+13,,,,,45,,LA FEVRIE,,44690,MAISDON-SUR-SEVRE,01.21Z
889129532,8.89E+13,,,,,47,RUE,DU PUITS NEUF,,85350,L'ILE-D'YEU,46.34Z
889301198,8.89E+13,,,,,39,RUE,LEOPOLD GOULOUMES,,72470,CHAMPAGNE,46.34Z
